component0;component1;component2;component3;component4;component5;component6;component7;component8;component9;component10;component11;component12;component13;component14;component15;component16;component17;component18;component19;component20;component21;component22;component23;component24;component25;component26;component27;component28;component29;component30;component31;component32;component33;component34;component35;component36;component37;component38;component39;component40;result
-0.6273133076400008;0.1369048912576319;-0.405513802843126;-0.18405864141419861;-0.11117778137323903;0.21569471364097204;-0.06767861198470283;0.4322474682663477;0.06404576526361942;0.2605513999634997;-0.13285137832999244;0.03493918626600856;0.2417738653109468;0.424114559752943;-0.07578489294587591;0.33817936064841;0.17616792509121681;-0.34962730533920877;0.7025362824538639;-0.507759446539274;0.08667156223151005;0.47276722341682503;-0.42691472341612613;0.08148919788132503;-0.20180808316423404;-0.7547866438886002;0.8101668744403675;0.2733187503381335;-0.1101749072246751;-0.3961427623664663;-0.28932315665404057;-0.10749422161523974;-0.4886956358998317;-0.09599015418151001;-0.029539449646757972;0.036942945773077995;-0.014783378106256474;0.07218085454314901;0.045037149673968255;-0.002284210034999767;-0.03404507869053598;4
-0.6219221175868862;0.039120699622158465;-0.357684694074454;-0.15458867521562816;-0.12369455734547782;0.09660910940692595;-0.15091155127338274;0.2537071999273887;0.00924254911969894;0.138734729616331;-0.12585619655566735;-0.06254039411006307;0.15104997645732515;0.3943839313229461;-0.06325736598654973;0.3114238517330938;0.200239791181494;-0.24429098163668356;0.6123570412294128;-0.4475198981416663;0.032435422511994466;0.32980984317839906;-0.3411602221134011;0.1154250822123036;-0.17435315875902946;-0.569072670432597;0.6154202919020558;0.21239378453090846;-0.06827309268941299;-0.28586831278980507;-0.20472815381275145;-0.1033871822689735;-0.3324185832545809;-0.07136199729082968;-0.017015443152412855;0.037709943406682066;-0.011687804998076038;-0.08129530840883704;0.004163614711032326;0.019569669067642792;0.02066191739101686;4
-0.6098001987738727;0.13394446137965177;-0.38643955889942366;-0.17416080940207074;-0.1038157660344975;0.19858390456372063;-0.06193606315713031;0.3926835054824216;0.057824285385185206;0.23290695449358112;-0.11668030814179871;0.030896741833324467;0.20901336502619972;0.36094543537225476;-0.06300532388284961;0.2812768243357111;0.1455770803764223;-0.28356614806427516;0.5690253127056957;-0.4032305719425334;0.0685891810913662;0.36783410078415935;-0.33027388607691965;0.06465184880003624;-0.15157314932853713;-0.5511334717661612;0.5707555399551691;0.18984042933940382;-0.07685089139205309;-0.2641957727882833;-0.18600510775968182;-0.06779459278639127;-0.29716234157325633;-0.051602083858631236;-0.016035064160754474;0.01589166794207121;-0.0047266197221591585;0.021528857628470194;0.011325766539888595;0.009548182043092166;0.002464841498287919;4
-0.7488095306464552;-0.17212196715820346;-0.2702260034450643;-0.2775760639770231;-0.1185068987860809;0.16005406636010647;0.06470713359056897;0.345874721836222;0.09284181986574053;0.15095281198743207;-0.061784295193699025;0.07961267657113734;0.23529342179882168;0.27938881135527116;-0.10317491264882914;0.14234745861042963;0.02386050400337345;-0.36676902553497204;0.38508543666560496;-0.3411849027255637;0.07977666281453681;0.3434555634397226;-0.21041088866571292;-0.08228286880992708;-0.16529725384183014;-0.6358438139878911;0.7096263097589659;0.2452063456410333;-0.07122665260447276;-0.4042665356931799;-0.3169533513649915;-0.07652922341051564;-0.5274155016355917;-0.13483130276307892;-0.019076255439877107;0.07603611099932232;-0.04855799744148894;0.25909380686633965;0.05754162876978535;-0.0730332532398651;0.02771598522450156;4
-0.6098001987569646;0.1339444613505273;-0.386439559358594;-0.1741608097451435;-0.10381576571135995;0.19858390845875062;-0.061936049862918556;0.3926835021346708;0.05782428762090766;0.23290696948785658;-0.11668024684892907;0.03089671761278051;0.2090134015384323;0.3609453986476616;-0.06300527683014552;0.28127687277579705;0.14557688670117502;-0.28356605237200433;0.5690251020972941;-0.40323040890419815;0.06858941952135165;0.3678333438655621;-0.33027414836498664;0.06465175302963486;-0.15157312256460978;-0.5511322496560561;0.5707559945501647;0.18983940841357472;-0.0768509511791222;-0.26419462183783626;-0.18600528022349683;-0.06779737491751511;-0.29716346811482014;-0.05160676113839741;-0.01605227632625377;0.015907943354592852;-0.0047172858270920345;0.021570908574274336;0.011282105067193054;0.008687942805647756;-0.0006965696915007576;4
-0.6219221175868862;0.039120699622158514;-0.35768469407445397;-0.15458867521562802;-0.12369455734547806;0.09660910940692692;-0.15091155127338138;0.2537071999273884;0.009242549119699801;0.13873472961632874;-0.1258561965556718;-0.06254039411006294;0.15104997645732882;0.39438393132295;-0.06325736598655189;0.31142385173308884;0.20023979118148497;-0.24429098163668267;0.6123570412294094;-0.44751989814165855;0.03243542251198921;0.32980984317837986;-0.3411602221133953;0.11542508221229854;-0.17435315875902452;-0.5690726704326233;0.615420291902078;0.2123937845309046;-0.06827309268942024;-0.28586831278981456;-0.20472815381273146;-0.10338718226896418;-0.3324185832545618;-0.07136199729084514;-0.017015443152420363;0.03770994340666188;-0.011687804998100229;-0.08129530840882714;0.004163614711026245;0.01956966906759117;0.020661917390912207;4
-0.6098001987738727;0.1339444613796517;-0.38643955889942355;-0.17416080940207088;-0.10381576603449735;0.1985839045637197;-0.06193606315713115;0.392683505482422;0.057824285385183916;0.23290695449358062;-0.11668030814179817;0.03089674183332706;0.20901336502619552;0.36094543537225704;-0.06300532388285017;0.28127682433571194;0.1455770803764187;-0.28356614806427594;0.5690253127057016;-0.40323057194251827;0.06858918109136734;0.36783410078415146;-0.3302738860768988;0.06465184880000842;-0.15157314932853883;-0.5511334717661639;0.5707555399551772;0.189840429339392;-0.07685089139205768;-0.2641957727882772;-0.18600510775967505;-0.06779459278639988;-0.2971623415732562;-0.05160208385862955;-0.016035064160747636;0.01589166794206117;-0.004726619722158256;0.021528857628482438;0.011325766539880206;0.009548182043053724;0.00246484149828823;4
-0.7488095306464552;-0.1721219671582035;-0.2702260034450643;-0.2775760639770231;-0.1185068987860808;0.16005406636010688;0.06470713359056898;0.34587472183622175;0.09284181986574017;0.15095281198743132;-0.06178429519370024;0.07961267657113778;0.23529342179882068;0.27938881135527205;-0.10317491264883244;0.14234745861043208;0.02386050400337406;-0.36676902553496993;0.3850854366655988;-0.34118490272555835;0.07977666281453125;0.34345556343971967;-0.21041088866571012;-0.08228286880992687;-0.16529725384182234;-0.6358438139878799;0.709626309758978;0.24520634564104232;-0.07122665260447013;-0.4042665356931851;-0.31695335136499764;-0.07652922341050362;-0.5274155016355767;-0.1348313027630932;-0.01907625543987441;0.07603611099931736;-0.048557997441483224;0.2590938068663263;0.057541628769752544;-0.07303325323988329;0.02771598522445108;4
-0.6098001987569646;0.13394446135052726;-0.38643955935859414;-0.1741608097451435;-0.10381576571135984;0.19858390845875085;-0.061936049862918424;0.3926835021346711;0.05782428762090854;0.2329069694878586;-0.11668024684892438;0.03089671761277815;0.2090134015384294;0.36094539864765346;-0.06300527683013736;0.2812768727757998;0.1455768867011789;-0.2835660523720027;0.5690251020972734;-0.40323040890420686;0.06858941952134287;0.3678333438655549;-0.3302741483649827;0.06465175302962163;-0.15157312256462274;-0.5511322496560065;0.5707559945501399;0.1898394084135956;-0.07685095117910712;-0.26419462183783393;-0.18600528022351975;-0.06779737491751836;-0.2971634681148307;-0.0516067611383759;-0.01605227632623679;0.01590794335458865;-0.0047172858271089455;0.021570908574291475;0.011282105067171278;0.008687942805648451;-0.0006965696914734642;4
-0.6273133076400007;0.1369048912576319;-0.40551380284312616;-0.18405864141419864;-0.11117778137323855;0.21569471364097087;-0.06767861198470114;0.4322474682663496;0.06404576526361486;0.2605513999635007;-0.13285137832999624;0.03493918626600202;0.241773865310944;0.4241145597529494;-0.07578489294587555;0.33817936064839155;0.17616792509120469;-0.3496273053392012;0.7025362824538749;-0.5077594465392701;0.08667156223150299;0.47276722341682703;-0.42691472341612036;0.08148919788131713;-0.20180808316423263;-0.7547866438886379;0.8101668744403948;0.2733187503381472;-0.11017490722468483;-0.39614276236647555;-0.2893231566540329;-0.10749422161521766;-0.488695635899799;-0.09599015418153542;-0.029539449646768592;0.03694294577307375;-0.014783378106264228;0.07218085454310232;0.045037149673946474;-0.002284210035018227;-0.03404507869060815;4
-0.42564771862359185;0.16624642311477986;-0.5504935155916313;-0.03662101690899132;-0.9647480954376862;0.1760979951826931;0.5984099412009657;-0.4431790453581989;-0.09607779416990114;-0.153716009246429;0.21408637290830737;0.6231257236713416;-0.311477181169955;0.006788990950253079;0.034012552894372126;-0.31431984682689235;-0.14462662990549943;1.0987131418714016;0.34997580507439474;0.5197010378731632;0.0027556780000457465;-0.4112880180116541;-0.1924258020746211;-0.3034893137573909;0.002493840364143016;0.1333861392410519;0.24801112975564082;0.7036460748183118;0.02470597682385931;-0.07407072091934717;0.12679226996115486;-0.15912708372152934;-0.147345702479652;-0.09361849338902922;0.33652752075467196;-0.017431901520986448;-0.3031792567814953;-0.1052772053498895;-0.060727766929498245;0.006601513486571977;0.008908573223752896;16
-0.3820112789892258;0.16541888063321333;-0.5506539135745779;-0.08874817404415004;-0.9320279328338341;0.15465651482030116;0.42013267758396855;-0.3840882805930267;-0.14355301665596393;-0.1845801801724052;0.03133137105646594;0.5995279465161932;-0.17315878802105183;-0.07983411533311169;0.10141816998160957;-0.2259485069017632;-0.2643512257720617;0.8464315280736615;0.29422263053303055;0.43518559142257396;0.027937650006191615;-0.25604725579332527;-0.11507423528536095;-0.3329987299797382;-0.05639488858164625;0.1444617164518207;0.14401303373273458;0.5873586385406458;0.021422730877394016;-0.013386167909976062;0.016986280231194653;-0.1525567004091594;-0.13298889005333234;-0.03348263198469168;0.21025385986618594;0.04724584881159615;-0.13824655731511584;-0.10866335500419631;0.024377822274444294;-0.03924105369313212;-0.026716998502131634;16
-0.41310126632714067;0.16148154396653328;-0.5245839357834663;-0.032951582149115255;-0.9054649719895006;0.16137005197272486;0.5468036451173446;-0.4033181462707491;-0.08782426580675141;-0.13606931870679942;0.18796577560524852;0.5414257239247433;-0.27257565670176587;0.004554291506685707;0.030660528295160194;-0.2598256019021957;-0.11830850347909622;0.8951671264962515;0.28087631413463077;0.41193954512747516;0.0027664421575133327;-0.31713230681012394;-0.14780317778469165;-0.22873547701962083;0.0019984514817233613;0.09546472813472508;0.17509203247230268;0.4817800619651035;0.013716472235388527;-0.04741106251740014;0.08523150642850728;-0.09631739322541202;-0.08651815483551725;-0.05158872582412701;0.16615601443605194;-0.012917282959395886;-0.1330399468200511;-0.02617549729365525;-0.007891938610993745;0.0055590172823268115;-0.08694031614260529;16
-0.7429675918108257;0.25920119223213595;-0.34745481282550117;-0.3983589951379617;-0.7370259641930372;0.19397575741394132;0.5201495130472948;-0.24189515099266737;0.12352981213582982;-0.12893020812373243;0.31189380128133776;0.4103978452652001;-0.05389216374424001;0.10568771836295766;-0.19097137369944844;-0.300810799080573;0.018529826928138225;1.0387865092206199;0.3438149585944942;0.4725317921468967;-0.05948408832757373;-0.42994987402441254;-0.20238340788774686;-0.1678194011733291;0.08939742460544206;0.2001930516388943;0.14279025341181287;0.7776546430012584;0.138322370481001;-0.16524352611622045;0.031081464722131445;-0.22950867409669334;-0.2052842996260948;-0.07689634521981714;0.3357306389782237;0.03326120078208554;-0.29981642971522665;-0.21322810061822586;-0.0896876455647766;-0.01913844476924679;0.46663545417147395;16
-0.46540472723571663;-0.10116840928577131;-0.5262067920712783;0.06902298082414773;-0.7440090962987662;0.12144209234071382;0.5333832616902271;-0.42281079939952687;-0.14525434768940898;-0.08460622418163863;0.07214630601906492;0.5300349359823329;-0.2896487503547419;0.006567884664797263;0.06818018446853513;-0.2588960774067947;-0.09291396730637273;0.9382446234818919;0.25422396913423034;0.34655613360734744;0.1051790564868676;-0.3693715003087187;-0.22084613191523755;-0.21514257294913666;-0.13914104839795557;0.10840861049930155;0.24183520022774074;0.6696513778923111;0.05060808206461732;-0.06473794565401181;0.024411960423570314;-0.17347746925678287;-0.014970855092351248;-0.13859658274080508;0.14832910917738135;-0.21881738339523912;-0.27345787470512023;0.14641005313384797;-0.3186855835699021;-0.19607866763853124;-0.004141451327423999;16
-0.441862886008473;-0.10239023583667918;-0.4802501143312104;0.03582508815912444;-0.6933745993328871;0.05600189110006021;0.436221921880426;-0.3109350225768014;-0.16136325475978247;-0.09104797100888776;0.27546566621766694;0.5135822070248911;-0.33561632574608763;0.1033520535888489;0.0805964413021082;-0.3282598614062173;-0.2062774769263048;0.8763663266142326;0.4219487789461314;0.4952435949542796;0.015129170438832946;-0.3738190678299091;-0.08953266409042361;-0.32453981026898177;0.12052072402313774;-0.026247526898253777;0.3374083112971368;0.5805029297148583;-0.0615318087868152;-0.08088401411555479;0.3445930485003548;-0.032374587642184746;-0.22181535611452205;0.14258606106404303;0.38442616469380636;0.15916295270055686;-0.3115465952268368;-0.29002428248929424;-0.026844497479309164;0.24272957463369405;-0.06473641365366822;16
-0.39128296559075526;0.17286212528570635;-0.5075664166202797;0.0037951637057289794;-0.9281375562981062;0.199790516132318;0.5283179919368088;-0.3646413023765681;-0.040328251872739654;-0.1694988783439861;0.16918203261165046;0.49470814275252234;-0.3534456523939447;0.01693701940036579;0.015090613613155569;-0.19607146192706842;-0.07306131598294895;0.7692593038800327;0.1826764193658102;0.36516109001111313;-0.08837384151688962;-0.3194889042744378;-0.11786436838223968;-0.33023235580813964;-0.04128389631130622;0.1018278422020542;0.2349743304816592;0.43860643988785597;-0.0016848289432879724;-0.028787844293213415;0.10593466630108062;-0.10442630251519128;-0.06322394355524612;-0.3315459247460414;0.4581811264827804;-0.06037801516103835;-0.3851284537951143;-0.030349143447099075;0.06429467436888771;0.01080231239943409;-0.08727599793274936;16
-0.3820112789892258;0.16541888063321336;-0.550653913574578;-0.08874817404415006;-0.932027932833834;0.15465651482030113;0.42013267758396855;-0.3840882805930264;-0.14355301665596343;-0.18458018017240488;0.0313313710564674;0.5995279465161953;-0.1731587880210551;-0.07983411533311005;0.10141816998161278;-0.2259485069017743;-0.26435122577206543;0.8464315280736646;0.29422263053303216;0.43518559142258734;0.0279376500061901;-0.2560472557933479;-0.11507423528533221;-0.33299872997976626;-0.056394888581648026;0.14446171645181935;0.1440130337327489;0.5873586385406391;0.02142273087739033;-0.013386167909969614;0.016986280231191926;-0.15255670040916053;-0.13298889005331607;-0.03348263198470596;0.21025385986618103;0.04724584881157586;-0.13824655731512853;-0.10866335500420765;0.024377822274415234;-0.03924105369318425;-0.02671699850220119;16
-0.41310126632714067;0.16148154396653328;-0.5245839357834663;-0.032951582149115255;-0.9054649719895007;0.16137005197272494;0.5468036451173445;-0.40331814627074897;-0.0878242658067514;-0.13606931870679934;0.18796577560524855;0.5414257239247434;-0.27257565670176603;0.004554291506685539;0.030660528295159497;-0.25982560190219545;-0.11830850347909593;0.8951671264962517;0.28087631413463215;0.4119395451274751;0.002766442157514358;-0.3171323068101231;-0.14780317778469185;-0.22873547701961755;0.00199845148172328;0.09546472813472992;0.17509203247230523;0.4817800619651025;0.01371647223539068;-0.0474110625174028;0.08523150642849965;-0.09631739322541076;-0.08651815483551231;-0.05158872582412646;0.16615601443605227;-0.01291728295938152;-0.13303994682004164;-0.026175497293673022;-0.007891938611003155;0.005559017282357924;-0.08694031614259869;16
-0.7429675918108257;0.25920119223213595;-0.3474548128255012;-0.3983589951379617;-0.7370259641930372;0.19397575741394138;0.5201495130472948;-0.24189515099266742;0.1235298121358299;-0.12893020812373274;0.3118938012813375;0.41039784526520057;-0.0538921637442393;0.10568771836295787;-0.19097137369944792;-0.3008107990805755;0.018529826928138066;1.0387865092206205;0.34381495859449446;0.47253179214689606;-0.059484088327574826;-0.4299498740244128;-0.20238340788774326;-0.16781940117333208;0.08939742460543963;0.2001930516388917;0.1427902534118158;0.7776546430012657;0.13832237048099427;-0.1652435261162145;0.031081464722127656;-0.22950867409670353;-0.2052842996261019;-0.0768963452197978;0.3357306389782216;0.033261200782091466;-0.29981642971522604;-0.21322810061823916;-0.08968764556479869;-0.019138444769226905;0.4666354541714858;16
1.275053654174049;-1.1753843113102482;-0.11797538249702139;-0.13458167958091827;-0.22795644974661494;0.05190307205333896;0.46880606381453643;-0.27127623433268283;-0.22665560226121023;0.09197186791397267;-0.08169743788091212;-0.07550763521561535;0.35650902090955244;0.1502521634581277;-0.009447185843110092;-0.16252922144724072;-0.14304110875682507;-0.15922257630939013;0.23711489132647104;0.14179961357856075;-0.028283648311627194;0.24399209443112052;-0.37350302233259697;0.10978451637142941;0.041460123329852626;-0.22120254504422165;-0.443967002831768;0.06644277260600846;-0.008008072168473124;-0.02470961712359434;0.09124450405120056;0.046402069472930574;0.33899239621654426;-0.03590238000460431;-0.07462125183145343;-0.03229124873441645;-0.391799115199;0.16867576882391347;0.5859308488502828;0.08394277926994048;-0.040363822993155954;9
1.1998028255414186;-1.11042850437335;-0.18225741033255893;0.08469160032058422;-0.39795592001221197;0.1930230018786385;0.27138628032190676;-0.1684424391826209;0.07165715871081746;-0.05888330888791614;-0.06145785004310601;0.051202573078678336;0.1536191488626303;0.30229350643940883;-0.13743644129219942;-0.05566565317302591;-0.0550070022028179;-0.366881828124126;0.1950859685141942;0.15092486069209138;-0.10193056237608683;0.2022357062097035;-0.24079604929055673;0.043789648076394135;-0.07566256046651834;0.07357210115820292;-0.2504660532657782;0.1939104053484805;-0.007756940462368984;-0.006522887275169786;0.14568427515131455;-0.004928277018787215;0.29451983115628294;-0.019311892964039068;-0.0419717987221494;0.020476540165523433;-0.2517526795916722;0.13093053887379896;0.3370220995130675;0.03565773732989736;0.0448704556421731;9
0.9577337809868163;-1.0824295421928924;0.08506332026910789;-0.49631965780988874;-0.00023431850196670845;0.06978083428458676;0.3905456356608652;-0.06999233996715197;-0.007047995955479977;0.11675766903666958;0.016109990492117802;-0.288235513621756;0.6140940383352685;0.249150890870831;-0.2344311124369294;-0.1490201737009202;0.020115348076815733;-0.21914920896017318;0.23095404484656948;0.09463036785228583;-0.09052341463924911;0.22533023841836738;-0.38346062814573184;0.24545442895549935;0.12836370757115492;-0.15439563264638995;-0.5491878791755982;0.1404513407889645;0.10560832148866568;-0.11588242232047322;-0.004466301187802858;-0.023979520902220903;0.28105379907009204;-0.019180231835404637;-0.07541813360790815;0.018401853568630038;-0.38843628813274705;0.060724873555597865;0.5569709702150231;0.05820282101406411;0.4173630579545139;9
0.9798098032551491;-0.9441416145323942;-0.2118023999209999;-0.027536211469455098;-0.1364789313134819;-0.022072598516232573;0.37742234883067455;-0.3840483180570701;-0.2167559705807088;0.041935957137602176;-0.16090789941148978;-0.09596201271622934;0.2227373568807009;0.2898350272517854;0.018982410495639996;-0.1513111110661285;-0.20479664146582646;-0.016216845793980448;0.20515143963054752;0.060237756917056;0.1256887556682572;0.44303563862299866;-0.3045242435408958;-0.02404659416101647;0.028389294553480427;-0.1549580129731772;-0.44258406500078035;0.1040650788389443;0.008737904009227217;0.0013307370957356133;0.09514461056843393;0.11851938061647692;0.25262411532383133;0.0491295355288961;0.09686308445074437;0.009351424342623689;-0.16498959431531174;0.20978136346059026;0.6856118971795059;0.3519161732454882;0.03011601770232595;9
0.975225861139584;-1.0724125595458496;-0.03093376576555313;-0.47108728042939574;-0.35559770530810053;0.040910971605223376;0.5748315279790459;-0.282765099755715;-0.34940831533384475;0.25735075585137124;-0.0870293257716788;-0.05985658211903908;0.09156334346600292;0.0740888186005208;0.09954888955742439;-0.09193967192652483;-0.040542104098696886;-0.16401753465286653;0.06359037473384901;0.0752079629305231;0.07093925515856242;0.19280238798218594;-0.21271547746184097;0.026032119949142934;0.10188812258721289;-0.253870756462077;-0.2052362000251053;0.007973863200401356;-0.038725080753464654;-0.029715174544681477;-0.017882001561330733;-0.04107542452163137;0.37712780893864606;-0.012605776975958402;-0.09460626077292536;-0.05892731647921379;-0.27308772146165755;0.12923440257012483;0.5499702530448625;0.048447264816801436;-0.26951290795892313;9
